Area_name,Area_type,Average_2018_2019,Category,Count,Variation (%),Week_ending
Western Isles,HSC partnership,40,Aged 15 to 44,30,-25,16-Feb-20
Western Isles,HSC partnership,36.5,Aged 45 to 64,28,-23.3,16-Feb-20
Western Isles,HSC partnership,7,Aged 5 to 14,14,100,16-Feb-20
Western Isles,HSC partnership,8,Aged 65 to 74,16,100,16-Feb-20
Western Isles,HSC partnership,13,Aged 75 to 84,15,15.4,16-Feb-20
Western Isles,HSC partnership,7,Aged 85 and over,5,-28.6,16-Feb-20
Western Isles,HSC partnership,7,Aged under 5,7,0,16-Feb-20
Aberdeen City,HSC partnership,407.5,Aged 15 to 44,343,-15.8,23-Feb-20
Aberdeen City,HSC partnership,166,Aged 45 to 64,175,5.4,23-Feb-20
Aberdeen City,HSC partnership,111.5,Aged 5 to 14,94,-15.7,23-Feb-20
Aberdeen City,HSC partnership,64.5,Aged 65 to 74,79,22.5,23-Feb-20
Aberdeen City,HSC partnership,56.5,Aged 75 to 84,45,-20.4,23-Feb-20
Aberdeen City,HSC partnership,46,Aged 85 and over,42,-8.7,23-Feb-20
Aberdeen City,HSC partnership,79.5,Aged under 5,86,8.2,23-Feb-20
Aberdeenshire,HSC partnership,176.5,Aged 15 to 44,181,2.5,23-Feb-20
Aberdeenshire,HSC partnership,107.5,Aged 45 to 64,115,7,23-Feb-20
Aberdeenshire,HSC partnership,64.5,Aged 5 to 14,64,-0.8,23-Feb-20
Aberdeenshire,HSC partnership,54.5,Aged 65 to 74,54,-0.9,23-Feb-20
Aberdeenshire,HSC partnership,37,Aged 75 to 84,51,37.8,23-Feb-20
Aberdeenshire,HSC partnership,21.5,Aged 85 and over,29,34.9,23-Feb-20
Aberdeenshire,HSC partnership,38,Aged under 5,43,13.2,23-Feb-20
Angus,HSC partnership,80,Aged 15 to 44,78,-2.5,23-Feb-20
Angus,HSC partnership,45.5,Aged 45 to 64,39,-14.3,23-Feb-20
Angus,HSC partnership,18,Aged 5 to 14,14,-22.2,23-Feb-20
Angus,HSC partnership,22,Aged 65 to 74,20,-9.1,23-Feb-20
Angus,HSC partnership,22.5,Aged 75 to 84,22,-2.2,23-Feb-20
Angus,HSC partnership,14,Aged 85 and over,23,64.3,23-Feb-20
Angus,HSC partnership,15.5,Aged under 5,19,22.6,23-Feb-20
Argyll & Bute,HSC partnership,79,Aged 15 to 44,78,-1.3,23-Feb-20
Argyll & Bute,HSC partnership,52,Aged 45 to 64,41,-21.2,23-Feb-20
Argyll & Bute,HSC partnership,16.5,Aged 5 to 14,15,-9.1,23-Feb-20
Argyll & Bute,HSC partnership,32.5,Aged 65 to 74,29,-10.8,23-Feb-20
Argyll & Bute,HSC partnership,30.5,Aged 75 to 84,32,4.9,23-Feb-20
Argyll & Bute,HSC partnership,15,Aged 85 and over,17,13.3,23-Feb-20
Argyll & Bute,HSC partnership,10.5,Aged under 5,16,52.4,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,152,Aged 15 to 44,164,7.9,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,103.5,Aged 45 to 64,119,15,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,37.5,Aged 5 to 14,25,-33.3,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,40.5,Aged 65 to 74,49,21,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,48,Aged 75 to 84,36,-25,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,21,Aged 85 and over,26,23.8,23-Feb-20
Clackmannanshire & Stirling,HSC partnership,35,Aged under 5,36,2.9,23-Feb-20
Dumfries & Galloway,HSC partnership,270.5,Aged 15 to 44,306,13.1,23-Feb-20
Dumfries & Galloway,HSC partnership,183.5,Aged 45 to 64,182,-0.8,23-Feb-20
Dumfries & Galloway,HSC partnership,87.5,Aged 5 to 14,56,-36,23-Feb-20
Dumfries & Galloway,HSC partnership,87,Aged 65 to 74,99,13.8,23-Feb-20
Dumfries & Galloway,HSC partnership,83,Aged 75 to 84,99,19.3,23-Feb-20
Dumfries & Galloway,HSC partnership,47,Aged 85 and over,56,19.1,23-Feb-20
Dumfries & Galloway,HSC partnership,85,Aged under 5,69,-18.8,23-Feb-20
Dundee City,HSC partnership,236.5,Aged 15 to 44,277,17.1,23-Feb-20
Dundee City,HSC partnership,105,Aged 45 to 64,112,6.7,23-Feb-20
Dundee City,HSC partnership,46.5,Aged 5 to 14,48,3.2,23-Feb-20
Dundee City,HSC partnership,43,Aged 65 to 74,45,4.7,23-Feb-20
Dundee City,HSC partnership,39,Aged 75 to 84,41,5.1,23-Feb-20
Dundee City,HSC partnership,22.5,Aged 85 and over,20,-11.1,23-Feb-20
Dundee City,HSC partnership,45.5,Aged under 5,48,5.5,23-Feb-20
East Ayrshire,HSC partnership,266.5,Aged 15 to 44,260,-2.4,23-Feb-20
East Ayrshire,HSC partnership,158,Aged 45 to 64,170,7.6,23-Feb-20
East Ayrshire,HSC partnership,79.5,Aged 5 to 14,67,-15.7,23-Feb-20
East Ayrshire,HSC partnership,64.5,Aged 65 to 74,57,-11.6,23-Feb-20
East Ayrshire,HSC partnership,54,Aged 75 to 84,63,16.7,23-Feb-20
East Ayrshire,HSC partnership,17,Aged 85 and over,14,-17.6,23-Feb-20
East Ayrshire,HSC partnership,75,Aged under 5,52,-30.7,23-Feb-20
East Dunbartonshire,HSC partnership,121.5,Aged 15 to 44,115,-5.3,23-Feb-20
East Dunbartonshire,HSC partnership,72.5,Aged 45 to 64,82,13.1,23-Feb-20
East Dunbartonshire,HSC partnership,55.5,Aged 5 to 14,43,-22.5,23-Feb-20
East Dunbartonshire,HSC partnership,32.5,Aged 65 to 74,35,7.7,23-Feb-20
East Dunbartonshire,HSC partnership,38.5,Aged 75 to 84,43,11.7,23-Feb-20
East Dunbartonshire,HSC partnership,21,Aged 85 and over,37,76.2,23-Feb-20
East Dunbartonshire,HSC partnership,61.5,Aged under 5,58,-5.7,23-Feb-20
East Lothian,HSC partnership,142,Aged 15 to 44,161,13.4,23-Feb-20
East Lothian,HSC partnership,90,Aged 45 to 64,85,-5.6,23-Feb-20
East Lothian,HSC partnership,82.5,Aged 5 to 14,56,-32.1,23-Feb-20
East Lothian,HSC partnership,29.5,Aged 65 to 74,46,55.9,23-Feb-20
East Lothian,HSC partnership,39,Aged 75 to 84,38,-2.6,23-Feb-20
East Lothian,HSC partnership,20,Aged 85 and over,27,35,23-Feb-20
East Lothian,HSC partnership,67.5,Aged under 5,43,-36.3,23-Feb-20
East Renfrewshire,HSC partnership,103,Aged 15 to 44,97,-5.8,23-Feb-20
East Renfrewshire,HSC partnership,78.5,Aged 45 to 64,77,-1.9,23-Feb-20
East Renfrewshire,HSC partnership,58,Aged 5 to 14,45,-22.4,23-Feb-20
East Renfrewshire,HSC partnership,28,Aged 65 to 74,36,28.6,23-Feb-20
East Renfrewshire,HSC partnership,32,Aged 75 to 84,33,3.1,23-Feb-20
East Renfrewshire,HSC partnership,24,Aged 85 and over,33,37.5,23-Feb-20
East Renfrewshire,HSC partnership,59,Aged under 5,59,0,23-Feb-20
Edinburgh,HSC partnership,682,Aged 15 to 44,718,5.3,23-Feb-20
Edinburgh,HSC partnership,348,Aged 45 to 64,379,8.9,23-Feb-20
Edinburgh,HSC partnership,287.5,Aged 5 to 14,268,-6.8,23-Feb-20
Edinburgh,HSC partnership,155.5,Aged 65 to 74,165,6.1,23-Feb-20
Edinburgh,HSC partnership,129,Aged 75 to 84,133,3.1,23-Feb-20
Edinburgh,HSC partnership,86,Aged 85 and over,114,32.6,23-Feb-20
Edinburgh,HSC partnership,349,Aged under 5,290,-16.9,23-Feb-20
Falkirk,HSC partnership,283.5,Aged 15 to 44,256,-9.7,23-Feb-20
Falkirk,HSC partnership,178,Aged 45 to 64,188,5.6,23-Feb-20
Falkirk,HSC partnership,72,Aged 5 to 14,56,-22.2,23-Feb-20
Falkirk,HSC partnership,81.5,Aged 65 to 74,64,-21.5,23-Feb-20
Falkirk,HSC partnership,66,Aged 75 to 84,48,-27.3,23-Feb-20
Falkirk,HSC partnership,36,Aged 85 and over,30,-16.7,23-Feb-20
Falkirk,HSC partnership,56.5,Aged under 5,49,-13.3,23-Feb-20
Fife,HSC partnership,544,Aged 15 to 44,524,-3.7,23-Feb-20
Fife,HSC partnership,293.5,Aged 45 to 64,329,12.1,23-Feb-20
Fife,HSC partnership,143.5,Aged 5 to 14,116,-19.2,23-Feb-20
Fife,HSC partnership,130.5,Aged 65 to 74,120,-8,23-Feb-20
Fife,HSC partnership,111,Aged 75 to 84,123,10.8,23-Feb-20
Fife,HSC partnership,78.5,Aged 85 and over,96,22.3,23-Feb-20
Fife,HSC partnership,106.5,Aged under 5,96,-9.9,23-Feb-20
Glasgow City,HSC partnership,1358,Aged 15 to 44,1314,-3.2,23-Feb-20
Glasgow City,HSC partnership,741.5,Aged 45 to 64,726,-2.1,23-Feb-20
Glasgow City,HSC partnership,352.5,Aged 5 to 14,309,-12.3,23-Feb-20
Glasgow City,HSC partnership,226,Aged 65 to 74,240,6.2,23-Feb-20
Glasgow City,HSC partnership,211.5,Aged 75 to 84,206,-2.6,23-Feb-20
Glasgow City,HSC partnership,111.5,Aged 85 and over,118,5.8,23-Feb-20
Glasgow City,HSC partnership,447,Aged under 5,383,-14.3,23-Feb-20
Highland,HSC partnership,332,Aged 15 to 44,332,0,23-Feb-20
Highland,HSC partnership,202,Aged 45 to 64,210,4,23-Feb-20
Highland,HSC partnership,82,Aged 5 to 14,44,-46.3,23-Feb-20
Highland,HSC partnership,98.5,Aged 65 to 74,95,-3.6,23-Feb-20
Highland,HSC partnership,79.5,Aged 75 to 84,106,33.3,23-Feb-20
Highland,HSC partnership,54,Aged 85 and over,48,-11.1,23-Feb-20
Highland,HSC partnership,65,Aged under 5,52,-20,23-Feb-20
Inverclyde,HSC partnership,201,Aged 15 to 44,179,-10.9,23-Feb-20
Inverclyde,HSC partnership,151.5,Aged 45 to 64,157,3.6,23-Feb-20
Inverclyde,HSC partnership,61.5,Aged 5 to 14,62,0.8,23-Feb-20
Inverclyde,HSC partnership,62,Aged 65 to 74,58,-6.5,23-Feb-20
Inverclyde,HSC partnership,72.5,Aged 75 to 84,63,-13.1,23-Feb-20
Inverclyde,HSC partnership,37,Aged 85 and over,31,-16.2,23-Feb-20
Inverclyde,HSC partnership,45.5,Aged under 5,41,-9.9,23-Feb-20
Midlothian,HSC partnership,166.5,Aged 15 to 44,163,-2.1,23-Feb-20
Midlothian,HSC partnership,109.5,Aged 45 to 64,103,-5.9,23-Feb-20
Midlothian,HSC partnership,71.5,Aged 5 to 14,58,-18.9,23-Feb-20
Midlothian,HSC partnership,50,Aged 65 to 74,47,-6,23-Feb-20
Midlothian,HSC partnership,39,Aged 75 to 84,44,12.8,23-Feb-20
Midlothian,HSC partnership,18,Aged 85 and over,21,16.7,23-Feb-20
Midlothian,HSC partnership,78,Aged under 5,66,-15.4,23-Feb-20
Moray,HSC partnership,156.5,Aged 15 to 44,165,5.4,23-Feb-20
Moray,HSC partnership,89.5,Aged 45 to 64,117,30.7,23-Feb-20
Moray,HSC partnership,59.5,Aged 5 to 14,55,-7.6,23-Feb-20
Moray,HSC partnership,44.5,Aged 65 to 74,51,14.6,23-Feb-20
Moray,HSC partnership,36,Aged 75 to 84,58,61.1,23-Feb-20
Moray,HSC partnership,23,Aged 85 and over,27,17.4,23-Feb-20
Moray,HSC partnership,31.5,Aged under 5,40,27,23-Feb-20
NHS Ayrshire & Arran,Health board,710.5,Aged 15 to 44,654,-8,23-Feb-20
NHS Ayrshire & Arran,Health board,456,Aged 45 to 64,427,-6.4,23-Feb-20
NHS Ayrshire & Arran,Health board,242,Aged 5 to 14,211,-12.8,23-Feb-20
NHS Ayrshire & Arran,Health board,188,Aged 65 to 74,177,-5.9,23-Feb-20
NHS Ayrshire & Arran,Health board,162.5,Aged 75 to 84,189,16.3,23-Feb-20
NHS Ayrshire & Arran,Health board,79,Aged 85 and over,86,8.9,23-Feb-20
NHS Ayrshire & Arran,Health board,188.5,Aged under 5,150,-20.4,23-Feb-20
NHS Borders,Health board,177.5,Aged 15 to 44,161,-9.3,23-Feb-20
NHS Borders,Health board,145,Aged 45 to 64,141,-2.8,23-Feb-20
NHS Borders,Health board,45.5,Aged 5 to 14,31,-31.9,23-Feb-20
NHS Borders,Health board,67.5,Aged 65 to 74,68,0.7,23-Feb-20
NHS Borders,Health board,68,Aged 75 to 84,70,2.9,23-Feb-20
NHS Borders,Health board,43.5,Aged 85 and over,47,8,23-Feb-20
NHS Borders,Health board,23,Aged under 5,21,-8.7,23-Feb-20
NHS Dumfries & Galloway,Health board,277.5,Aged 15 to 44,308,11,23-Feb-20
NHS Dumfries & Galloway,Health board,184.5,Aged 45 to 64,187,1.4,23-Feb-20
NHS Dumfries & Galloway,Health board,90.5,Aged 5 to 14,56,-38.1,23-Feb-20
NHS Dumfries & Galloway,Health board,87.5,Aged 65 to 74,99,13.1,23-Feb-20
NHS Dumfries & Galloway,Health board,83,Aged 75 to 84,99,19.3,23-Feb-20
NHS Dumfries & Galloway,Health board,47.5,Aged 85 and over,55,15.8,23-Feb-20
NHS Dumfries & Galloway,Health board,85,Aged under 5,69,-18.8,23-Feb-20
NHS Fife,Health board,489.5,Aged 15 to 44,472,-3.6,23-Feb-20
NHS Fife,Health board,277.5,Aged 45 to 64,314,13.2,23-Feb-20
NHS Fife,Health board,132.5,Aged 5 to 14,108,-18.5,23-Feb-20
NHS Fife,Health board,119.5,Aged 65 to 74,107,-10.5,23-Feb-20
NHS Fife,Health board,103.5,Aged 75 to 84,116,12.1,23-Feb-20
NHS Fife,Health board,71,Aged 85 and over,91,28.2,23-Feb-20
NHS Fife,Health board,103,Aged under 5,84,-18.4,23-Feb-20
NHS Forth Valley,Health board,447,Aged 15 to 44,412,-7.8,23-Feb-20
NHS Forth Valley,Health board,282.5,Aged 45 to 64,304,7.6,23-Feb-20
NHS Forth Valley,Health board,110,Aged 5 to 14,79,-28.2,23-Feb-20
NHS Forth Valley,Health board,124,Aged 65 to 74,115,-7.3,23-Feb-20
NHS Forth Valley,Health board,116,Aged 75 to 84,90,-22.4,23-Feb-20
NHS Forth Valley,Health board,60,Aged 85 and over,57,-5,23-Feb-20
NHS Forth Valley,Health board,91,Aged under 5,86,-5.5,23-Feb-20
NHS Grampian,Health board,746,Aged 15 to 44,694,-7,23-Feb-20
NHS Grampian,Health board,376,Aged 45 to 64,407,8.2,23-Feb-20
NHS Grampian,Health board,236,Aged 5 to 14,212,-10.2,23-Feb-20
NHS Grampian,Health board,162,Aged 65 to 74,185,14.2,23-Feb-20
NHS Grampian,Health board,126.5,Aged 75 to 84,150,18.6,23-Feb-20
NHS Grampian,Health board,90.5,Aged 85 and over,97,7.2,23-Feb-20
NHS Grampian,Health board,149,Aged under 5,167,12.1,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,2487.5,Aged 15 to 44,2404,-3.4,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,1483.5,Aged 45 to 64,1524,2.7,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,775,Aged 5 to 14,674,-13,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,551,Aged 65 to 74,552,0.2,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,521,Aged 75 to 84,528,1.3,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,287,Aged 85 and over,334,16.4,23-Feb-20
NHS Greater Glasgow & Clyde,Health board,884.5,Aged under 5,773,-12.6,23-Feb-20
NHS Highland,Health board,390,Aged 15 to 44,385,-1.3,23-Feb-20
NHS Highland,Health board,235.5,Aged 45 to 64,243,3.2,23-Feb-20
NHS Highland,Health board,90,Aged 5 to 14,47,-47.8,23-Feb-20
NHS Highland,Health board,115,Aged 65 to 74,108,-6.1,23-Feb-20
NHS Highland,Health board,97.5,Aged 75 to 84,119,22.1,23-Feb-20
NHS Highland,Health board,60,Aged 85 and over,54,-10,23-Feb-20
NHS Highland,Health board,69.5,Aged under 5,55,-20.9,23-Feb-20
NHS Lanarkshire,Health board,1477.5,Aged 15 to 44,1476,-0.1,23-Feb-20
NHS Lanarkshire,Health board,977.5,Aged 45 to 64,1037,6.1,23-Feb-20
NHS Lanarkshire,Health board,357.5,Aged 5 to 14,286,-20,23-Feb-20
NHS Lanarkshire,Health board,420.5,Aged 65 to 74,393,-6.5,23-Feb-20
NHS Lanarkshire,Health board,388.5,Aged 75 to 84,389,0.1,23-Feb-20
NHS Lanarkshire,Health board,183.5,Aged 85 and over,180,-1.9,23-Feb-20
NHS Lanarkshire,Health board,227,Aged under 5,205,-9.7,23-Feb-20
NHS Lothian,Health board,1438.5,Aged 15 to 44,1522,5.8,23-Feb-20
NHS Lothian,Health board,824.5,Aged 45 to 64,811,-1.6,23-Feb-20
NHS Lothian,Health board,584.5,Aged 5 to 14,507,-13.3,23-Feb-20
NHS Lothian,Health board,316.5,Aged 65 to 74,364,15,23-Feb-20
NHS Lothian,Health board,281.5,Aged 75 to 84,292,3.7,23-Feb-20
NHS Lothian,Health board,153,Aged 85 and over,195,27.5,23-Feb-20
NHS Lothian,Health board,605.5,Aged under 5,493,-18.6,23-Feb-20
NHS Orkney,Health board,32,Aged 15 to 44,56,75,23-Feb-20
NHS Orkney,Health board,27.5,Aged 45 to 64,38,38.2,23-Feb-20
NHS Orkney,Health board,13,Aged 5 to 14,8,-38.5,23-Feb-20
NHS Orkney,Health board,19.5,Aged 65 to 74,8,-59,23-Feb-20
NHS Orkney,Health board,17.5,Aged 75 to 84,17,-2.9,23-Feb-20
NHS Orkney,Health board,7.5,Aged 85 and over,9,20,23-Feb-20
NHS Orkney,Health board,8,Aged under 5,13,62.5,23-Feb-20
NHS Shetland,Health board,47.5,Aged 15 to 44,52,9.5,23-Feb-20
NHS Shetland,Health board,31.5,Aged 45 to 64,28,-11.1,23-Feb-20
NHS Shetland,Health board,8.5,Aged 5 to 14,7,-17.6,23-Feb-20
NHS Shetland,Health board,17.5,Aged 65 to 74,18,2.9,23-Feb-20
NHS Shetland,Health board,11.5,Aged 75 to 84,13,13,23-Feb-20
NHS Shetland,Health board,7.5,Aged 85 and over,9,20,23-Feb-20
NHS Shetland,Health board,16,Aged under 5,7,-56.2,23-Feb-20
NHS Tayside,Health board,557.5,Aged 15 to 44,572,2.6,23-Feb-20
NHS Tayside,Health board,274,Aged 45 to 64,282,2.9,23-Feb-20
NHS Tayside,Health board,130.5,Aged 5 to 14,109,-16.5,23-Feb-20
NHS Tayside,Health board,113.5,Aged 65 to 74,120,5.7,23-Feb-20
NHS Tayside,Health board,108.5,Aged 75 to 84,110,1.4,23-Feb-20
NHS Tayside,Health board,66.5,Aged 85 and over,75,12.8,23-Feb-20
NHS Tayside,Health board,100.5,Aged under 5,112,11.4,23-Feb-20
NHS Western Isles,Health board,36.5,Aged 15 to 44,31,-15.1,23-Feb-20
NHS Western Isles,Health board,28,Aged 45 to 64,21,-25,23-Feb-20
NHS Western Isles,Health board,11.5,Aged 5 to 14,18,56.5,23-Feb-20
NHS Western Isles,Health board,16,Aged 65 to 74,15,-6.2,23-Feb-20
NHS Western Isles,Health board,22,Aged 75 to 84,18,-18.2,23-Feb-20
NHS Western Isles,Health board,6,Aged 85 and over,9,50,23-Feb-20
NHS Western Isles,Health board,5.5,Aged under 5,7,27.3,23-Feb-20
North Ayrshire,HSC partnership,250.5,Aged 15 to 44,232,-7.4,23-Feb-20
North Ayrshire,HSC partnership,170.5,Aged 45 to 64,165,-3.2,23-Feb-20
North Ayrshire,HSC partnership,95,Aged 5 to 14,89,-6.3,23-Feb-20
North Ayrshire,HSC partnership,64,Aged 65 to 74,55,-14.1,23-Feb-20
North Ayrshire,HSC partnership,60,Aged 75 to 84,66,10,23-Feb-20
North Ayrshire,HSC partnership,26.5,Aged 85 and over,33,24.5,23-Feb-20
North Ayrshire,HSC partnership,70.5,Aged under 5,59,-16.3,23-Feb-20
North Lanarkshire,HSC partnership,900.5,Aged 15 to 44,868,-3.6,23-Feb-20
North Lanarkshire,HSC partnership,584,Aged 45 to 64,595,1.9,23-Feb-20
North Lanarkshire,HSC partnership,223,Aged 5 to 14,167,-25.1,23-Feb-20
North Lanarkshire,HSC partnership,245.5,Aged 65 to 74,239,-2.6,23-Feb-20
North Lanarkshire,HSC partnership,207,Aged 75 to 84,204,-1.4,23-Feb-20
North Lanarkshire,HSC partnership,82.5,Aged 85 and over,93,12.7,23-Feb-20
North Lanarkshire,HSC partnership,160,Aged under 5,150,-6.2,23-Feb-20
Orkney Islands,HSC partnership,31.5,Aged 15 to 44,55,74.6,23-Feb-20
Orkney Islands,HSC partnership,28.5,Aged 45 to 64,38,33.3,23-Feb-20
Orkney Islands,HSC partnership,13.5,Aged 5 to 14,7,-48.1,23-Feb-20
Orkney Islands,HSC partnership,20,Aged 65 to 74,9,-55,23-Feb-20
Orkney Islands,HSC partnership,17.5,Aged 75 to 84,17,-2.9,23-Feb-20
Orkney Islands,HSC partnership,7.5,Aged 85 and over,9,20,23-Feb-20
Orkney Islands,HSC partnership,8,Aged under 5,13,62.5,23-Feb-20
Perth & Kinross,HSC partnership,194,Aged 15 to 44,180,-7.2,23-Feb-20
Perth & Kinross,HSC partnership,111.5,Aged 45 to 64,119,6.7,23-Feb-20
Perth & Kinross,HSC partnership,57,Aged 5 to 14,40,-29.8,23-Feb-20
Perth & Kinross,HSC partnership,40.5,Aged 65 to 74,43,6.2,23-Feb-20
Perth & Kinross,HSC partnership,40,Aged 75 to 84,42,5,23-Feb-20
Perth & Kinross,HSC partnership,22.5,Aged 85 and over,25,11.1,23-Feb-20
Perth & Kinross,HSC partnership,40.5,Aged under 5,44,8.6,23-Feb-20
Renfrewshire,HSC partnership,390.5,Aged 15 to 44,394,0.9,23-Feb-20
Renfrewshire,HSC partnership,263,Aged 45 to 64,269,2.3,23-Feb-20
Renfrewshire,HSC partnership,128.5,Aged 5 to 14,109,-15.2,23-Feb-20
Renfrewshire,HSC partnership,114.5,Aged 65 to 74,98,-14.4,23-Feb-20
Renfrewshire,HSC partnership,103,Aged 75 to 84,107,3.9,23-Feb-20
Renfrewshire,HSC partnership,57,Aged 85 and over,64,12.3,23-Feb-20
Renfrewshire,HSC partnership,115,Aged under 5,101,-12.2,23-Feb-20
Scotland,Scotland,9315,Aged 15 to 44,9199,-1.2,23-Feb-20
Scotland,Scotland,5603.5,Aged 45 to 64,5764,2.9,23-Feb-20
Scotland,Scotland,2827,Aged 5 to 14,2353,-16.8,23-Feb-20
Scotland,Scotland,2318,Aged 65 to 74,2329,0.5,23-Feb-20
Scotland,Scotland,2107.5,Aged 75 to 84,2200,4.4,23-Feb-20
Scotland,Scotland,1162.5,Aged 85 and over,1298,11.7,23-Feb-20
Scotland,Scotland,2556,Aged under 5,2242,-12.3,23-Feb-20
Scottish Borders,HSC partnership,180,Aged 15 to 44,165,-8.3,23-Feb-20
Scottish Borders,HSC partnership,147,Aged 45 to 64,138,-6.1,23-Feb-20
Scottish Borders,HSC partnership,49,Aged 5 to 14,36,-26.5,23-Feb-20
Scottish Borders,HSC partnership,66.5,Aged 65 to 74,69,3.8,23-Feb-20
Scottish Borders,HSC partnership,68,Aged 75 to 84,73,7.4,23-Feb-20
Scottish Borders,HSC partnership,42.5,Aged 85 and over,48,12.9,23-Feb-20
Scottish Borders,HSC partnership,23.5,Aged under 5,22,-6.4,23-Feb-20
Shetland Islands,HSC partnership,47.5,Aged 15 to 44,50,5.3,23-Feb-20
Shetland Islands,HSC partnership,32,Aged 45 to 64,26,-18.8,23-Feb-20
Shetland Islands,HSC partnership,8,Aged 5 to 14,7,-12.5,23-Feb-20
Shetland Islands,HSC partnership,17.5,Aged 65 to 74,17,-2.9,23-Feb-20
Shetland Islands,HSC partnership,12.5,Aged 75 to 84,13,4,23-Feb-20
Shetland Islands,HSC partnership,7.5,Aged 85 and over,9,20,23-Feb-20
Shetland Islands,HSC partnership,16,Aged under 5,7,-56.2,23-Feb-20
South Ayrshire,HSC partnership,212.5,Aged 15 to 44,181,-14.8,23-Feb-20
South Ayrshire,HSC partnership,142,Aged 45 to 64,107,-24.6,23-Feb-20
South Ayrshire,HSC partnership,78.5,Aged 5 to 14,59,-24.8,23-Feb-20
South Ayrshire,HSC partnership,62,Aged 65 to 74,71,14.5,23-Feb-20
South Ayrshire,HSC partnership,55.5,Aged 75 to 84,64,15.3,23-Feb-20
South Ayrshire,HSC partnership,39,Aged 85 and over,49,25.6,23-Feb-20
South Ayrshire,HSC partnership,48.5,Aged under 5,38,-21.6,23-Feb-20
South Lanarkshire,HSC partnership,697.5,Aged 15 to 44,705,1.1,23-Feb-20
South Lanarkshire,HSC partnership,451,Aged 45 to 64,492,9.1,23-Feb-20
South Lanarkshire,HSC partnership,185,Aged 5 to 14,163,-11.9,23-Feb-20
South Lanarkshire,HSC partnership,199,Aged 65 to 74,180,-9.5,23-Feb-20
South Lanarkshire,HSC partnership,198,Aged 75 to 84,208,5.1,23-Feb-20
South Lanarkshire,HSC partnership,106.5,Aged 85 and over,102,-4.2,23-Feb-20
South Lanarkshire,HSC partnership,159,Aged under 5,128,-19.5,23-Feb-20
West Dunbartonshire,HSC partnership,110.5,Aged 15 to 44,118,6.8,23-Feb-20
West Dunbartonshire,HSC partnership,69.5,Aged 45 to 64,100,43.9,23-Feb-20
West Dunbartonshire,HSC partnership,50,Aged 5 to 14,41,-18,23-Feb-20
West Dunbartonshire,HSC partnership,34,Aged 65 to 74,28,-17.6,23-Feb-20
West Dunbartonshire,HSC partnership,24.5,Aged 75 to 84,26,6.1,23-Feb-20
West Dunbartonshire,HSC partnership,18,Aged 85 and over,12,-33.3,23-Feb-20
West Dunbartonshire,HSC partnership,50.5,Aged under 5,37,-26.7,23-Feb-20
West Lothian,HSC partnership,413.5,Aged 15 to 44,419,1.3,23-Feb-20
West Lothian,HSC partnership,249,Aged 45 to 64,240,-3.6,23-Feb-20
West Lothian,HSC partnership,130,Aged 5 to 14,111,-14.6,23-Feb-20
West Lothian,HSC partnership,77.5,Aged 65 to 74,103,32.9,23-Feb-20
West Lothian,HSC partnership,66.5,Aged 75 to 84,73,9.8,23-Feb-20
West Lothian,HSC partnership,30,Aged 85 and over,32,6.7,23-Feb-20
West Lothian,HSC partnership,100.5,Aged under 5,79,-21.4,23-Feb-20
Western Isles,HSC partnership,38,Aged 15 to 44,26,-31.6,23-Feb-20
Western Isles,HSC partnership,30,Aged 45 to 64,21,-30,23-Feb-20
Western Isles,HSC partnership,11.5,Aged 5 to 14,18,56.5,23-Feb-20
Western Isles,HSC partnership,18.5,Aged 65 to 74,16,-13.5,23-Feb-20
Western Isles,HSC partnership,23.5,Aged 75 to 84,18,-23.4,23-Feb-20
Western Isles,HSC partnership,6.5,Aged 85 and over,9,38.5,23-Feb-20
Western Isles,HSC partnership,5.5,Aged under 5,7,27.3,23-Feb-20
Aberdeen City,HSC partnership,396,Aged 15 to 44,381,-3.8,01-Mar-20
Aberdeen City,HSC partnership,178.5,Aged 45 to 64,165,-7.6,01-Mar-20
Aberdeen City,HSC partnership,108,Aged 5 to 14,112,3.7,01-Mar-20
Aberdeen City,HSC partnership,66.5,Aged 65 to 74,82,23.3,01-Mar-20
Aberdeen City,HSC partnership,60,Aged 75 to 84,60,0,01-Mar-20
Aberdeen City,HSC partnership,33,Aged 85 and over,39,18.2,01-Mar-20
Aberdeen City,HSC partnership,67,Aged under 5,77,14.9,01-Mar-20
Aberdeenshire,HSC partnership,179.5,Aged 15 to 44,157,-12.5,01-Mar-20
Aberdeenshire,HSC partnership,107,Aged 45 to 64,116,8.4,01-Mar-20
Aberdeenshire,HSC partnership,66,Aged 5 to 14,78,18.2,01-Mar-20
Aberdeenshire,HSC partnership,47.5,Aged 65 to 74,62,30.5,01-Mar-20
