Area_name,Area_type,Average_2018_2019,Category,Count,Type,Variation (%),Week_ending
Perth & Kinross,HSC partnership,87,Quintile 5 - least deprived,58,Deprivation,-33.3,08 Nov 20
Renfrewshire,HSC partnership,445.5,Quintile 1 - most deprived,287,Deprivation,-35.6,08 Nov 20
Renfrewshire,HSC partnership,250.5,Quintile 2,153,Deprivation,-38.9,08 Nov 20
Renfrewshire,HSC partnership,208.5,Quintile 3,135,Deprivation,-35.3,08 Nov 20
Renfrewshire,HSC partnership,169.5,Quintile 4,123,Deprivation,-27.4,08 Nov 20
Renfrewshire,HSC partnership,143.5,Quintile 5 - least deprived,103,Deprivation,-28.2,08 Nov 20
Scotland,Scotland,7786.5,Quintile 1 - most deprived,5616,Deprivation,-27.9,08 Nov 20
Scotland,Scotland,6177,Quintile 2,4581,Deprivation,-25.8,08 Nov 20
Scotland,Scotland,4832.5,Quintile 3,3581,Deprivation,-25.9,08 Nov 20
Scotland,Scotland,4312,Quintile 4,3095,Deprivation,-28.2,08 Nov 20
Scotland,Scotland,3594,Quintile 5 - least deprived,2572,Deprivation,-28.4,08 Nov 20
Scottish Borders,HSC partnership,56,Quintile 1 - most deprived,44,Deprivation,-21.4,08 Nov 20
Scottish Borders,HSC partnership,106,Quintile 2,88,Deprivation,-17,08 Nov 20
Scottish Borders,HSC partnership,178,Quintile 3,178,Deprivation,0,08 Nov 20
Scottish Borders,HSC partnership,205,Quintile 4,156,Deprivation,-23.9,08 Nov 20
Scottish Borders,HSC partnership,52.5,Quintile 5 - least deprived,38,Deprivation,-27.6,08 Nov 20
Shetland Islands,HSC partnership,41,Quintile 3,28,Deprivation,-31.7,08 Nov 20
Shetland Islands,HSC partnership,93.5,Quintile 4,59,Deprivation,-36.9,08 Nov 20
South Ayrshire,HSC partnership,154,Quintile 1 - most deprived,99,Deprivation,-35.7,08 Nov 20
South Ayrshire,HSC partnership,174,Quintile 2,122,Deprivation,-29.9,08 Nov 20
South Ayrshire,HSC partnership,132.5,Quintile 3,69,Deprivation,-47.9,08 Nov 20
South Ayrshire,HSC partnership,82,Quintile 4,39,Deprivation,-52.4,08 Nov 20
South Ayrshire,HSC partnership,104.5,Quintile 5 - least deprived,61,Deprivation,-41.6,08 Nov 20
South Lanarkshire,HSC partnership,480.5,Quintile 1 - most deprived,376,Deprivation,-21.7,08 Nov 20
South Lanarkshire,HSC partnership,570,Quintile 2,482,Deprivation,-15.4,08 Nov 20
South Lanarkshire,HSC partnership,415,Quintile 3,274,Deprivation,-34,08 Nov 20
South Lanarkshire,HSC partnership,360.5,Quintile 4,231,Deprivation,-35.9,08 Nov 20
South Lanarkshire,HSC partnership,195.5,Quintile 5 - least deprived,177,Deprivation,-9.5,08 Nov 20
West Dunbartonshire,HSC partnership,191.5,Quintile 1 - most deprived,139,Deprivation,-27.4,08 Nov 20
West Dunbartonshire,HSC partnership,93,Quintile 2,91,Deprivation,-2.2,08 Nov 20
West Dunbartonshire,HSC partnership,56.5,Quintile 3,43,Deprivation,-23.9,08 Nov 20
West Dunbartonshire,HSC partnership,34.5,Quintile 4,31,Deprivation,-10.1,08 Nov 20
West Dunbartonshire,HSC partnership,8,Quintile 5 - least deprived,14,Deprivation,75,08 Nov 20
West Lothian,HSC partnership,245.5,Quintile 1 - most deprived,175,Deprivation,-28.7,08 Nov 20
West Lothian,HSC partnership,341,Quintile 2,244,Deprivation,-28.4,08 Nov 20
West Lothian,HSC partnership,256,Quintile 3,165,Deprivation,-35.5,08 Nov 20
West Lothian,HSC partnership,184.5,Quintile 4,120,Deprivation,-35,08 Nov 20
West Lothian,HSC partnership,131.5,Quintile 5 - least deprived,95,Deprivation,-27.8,08 Nov 20
Western Isles,HSC partnership,35,Quintile 2,14,Deprivation,-60,08 Nov 20
Western Isles,HSC partnership,69.5,Quintile 3,53,Deprivation,-23.7,08 Nov 20
Western Isles,HSC partnership,6.5,Quintile 4,9,Deprivation,38.5,08 Nov 20
Aberdeen City,HSC partnership,117.5,Quintile 1 - most deprived,72,Deprivation,-38.7,15 Nov 20
Aberdeen City,HSC partnership,245.5,Quintile 2,211,Deprivation,-14.1,15 Nov 20
Aberdeen City,HSC partnership,147,Quintile 3,127,Deprivation,-13.6,15 Nov 20
Aberdeen City,HSC partnership,138,Quintile 4,113,Deprivation,-18.1,15 Nov 20
Aberdeen City,HSC partnership,305.5,Quintile 5 - least deprived,226,Deprivation,-26,15 Nov 20
Aberdeenshire,HSC partnership,9.5,Quintile 1 - most deprived,9,Deprivation,-5.3,15 Nov 20
Aberdeenshire,HSC partnership,32.5,Quintile 2,26,Deprivation,-20,15 Nov 20
Aberdeenshire,HSC partnership,89,Quintile 3,88,Deprivation,-1.1,15 Nov 20
Aberdeenshire,HSC partnership,189.5,Quintile 4,162,Deprivation,-14.5,15 Nov 20
Aberdeenshire,HSC partnership,195,Quintile 5 - least deprived,158,Deprivation,-19,15 Nov 20
Angus,HSC partnership,15.5,Quintile 1 - most deprived,13,Deprivation,-16.1,15 Nov 20
Angus,HSC partnership,34.5,Quintile 2,27,Deprivation,-21.7,15 Nov 20
Angus,HSC partnership,64.5,Quintile 3,69,Deprivation,7,15 Nov 20
Angus,HSC partnership,62,Quintile 4,53,Deprivation,-14.5,15 Nov 20
Angus,HSC partnership,41.5,Quintile 5 - least deprived,27,Deprivation,-34.9,15 Nov 20
Argyll & Bute,HSC partnership,17,Quintile 1 - most deprived,13,Deprivation,-23.5,15 Nov 20
Argyll & Bute,HSC partnership,49.5,Quintile 2,27,Deprivation,-45.5,15 Nov 20
Argyll & Bute,HSC partnership,90,Quintile 3,85,Deprivation,-5.6,15 Nov 20
Argyll & Bute,HSC partnership,74,Quintile 4,65,Deprivation,-12.2,15 Nov 20
Argyll & Bute,HSC partnership,18.5,Quintile 5 - least deprived,10,Deprivation,-45.9,15 Nov 20
Clackmannanshire & Stirling,HSC partnership,121.5,Quintile 1 - most deprived,110,Deprivation,-9.5,15 Nov 20
Clackmannanshire & Stirling,HSC partnership,105,Quintile 2,69,Deprivation,-34.3,15 Nov 20
Clackmannanshire & Stirling,HSC partnership,71.5,Quintile 3,58,Deprivation,-18.9,15 Nov 20
Clackmannanshire & Stirling,HSC partnership,90,Quintile 4,62,Deprivation,-31.1,15 Nov 20
Clackmannanshire & Stirling,HSC partnership,73,Quintile 5 - least deprived,48,Deprivation,-34.2,15 Nov 20
Dumfries & Galloway,HSC partnership,136,Quintile 1 - most deprived,93,Deprivation,-31.6,15 Nov 20
Dumfries & Galloway,HSC partnership,273,Quintile 2,234,Deprivation,-14.3,15 Nov 20
Dumfries & Galloway,HSC partnership,277,Quintile 3,233,Deprivation,-15.9,15 Nov 20
Dumfries & Galloway,HSC partnership,110,Quintile 4,80,Deprivation,-27.3,15 Nov 20
Dumfries & Galloway,HSC partnership,60,Quintile 5 - least deprived,46,Deprivation,-23.3,15 Nov 20
Dundee City,HSC partnership,254,Quintile 1 - most deprived,212,Deprivation,-16.5,15 Nov 20
Dundee City,HSC partnership,108.5,Quintile 2,101,Deprivation,-6.9,15 Nov 20
Dundee City,HSC partnership,60,Quintile 3,35,Deprivation,-41.7,15 Nov 20
Dundee City,HSC partnership,84.5,Quintile 4,64,Deprivation,-24.3,15 Nov 20
Dundee City,HSC partnership,67,Quintile 5 - least deprived,47,Deprivation,-29.9,15 Nov 20
East Ayrshire,HSC partnership,298,Quintile 1 - most deprived,186,Deprivation,-37.6,15 Nov 20
East Ayrshire,HSC partnership,205,Quintile 2,130,Deprivation,-36.6,15 Nov 20
East Ayrshire,HSC partnership,96.5,Quintile 3,67,Deprivation,-30.6,15 Nov 20
East Ayrshire,HSC partnership,85,Quintile 4,40,Deprivation,-52.9,15 Nov 20
East Ayrshire,HSC partnership,66,Quintile 5 - least deprived,32,Deprivation,-51.5,15 Nov 20
East Dunbartonshire,HSC partnership,25.5,Quintile 1 - most deprived,29,Deprivation,13.7,15 Nov 20
East Dunbartonshire,HSC partnership,73,Quintile 2,61,Deprivation,-16.4,15 Nov 20
East Dunbartonshire,HSC partnership,26,Quintile 3,12,Deprivation,-53.8,15 Nov 20
East Dunbartonshire,HSC partnership,83,Quintile 4,66,Deprivation,-20.5,15 Nov 20
East Dunbartonshire,HSC partnership,192,Quintile 5 - least deprived,133,Deprivation,-30.7,15 Nov 20
East Lothian,HSC partnership,22.5,Quintile 1 - most deprived,20,Deprivation,-11.1,15 Nov 20
East Lothian,HSC partnership,163.5,Quintile 2,117,Deprivation,-28.4,15 Nov 20
East Lothian,HSC partnership,102,Quintile 3,92,Deprivation,-9.8,15 Nov 20
East Lothian,HSC partnership,138.5,Quintile 4,110,Deprivation,-20.6,15 Nov 20
East Lothian,HSC partnership,71.5,Quintile 5 - least deprived,50,Deprivation,-30.1,15 Nov 20
East Renfrewshire,HSC partnership,51,Quintile 1 - most deprived,39,Deprivation,-23.5,15 Nov 20
East Renfrewshire,HSC partnership,63.5,Quintile 2,26,Deprivation,-59.1,15 Nov 20
East Renfrewshire,HSC partnership,51.5,Quintile 3,35,Deprivation,-32,15 Nov 20
East Renfrewshire,HSC partnership,54.5,Quintile 4,49,Deprivation,-10.1,15 Nov 20
East Renfrewshire,HSC partnership,173,Quintile 5 - least deprived,114,Deprivation,-34.1,15 Nov 20
Edinburgh,HSC partnership,484.5,Quintile 1 - most deprived,376,Deprivation,-22.4,15 Nov 20
Edinburgh,HSC partnership,379.5,Quintile 2,261,Deprivation,-31.2,15 Nov 20
Edinburgh,HSC partnership,293,Quintile 3,213,Deprivation,-27.3,15 Nov 20
Edinburgh,HSC partnership,322,Quintile 4,223,Deprivation,-30.7,15 Nov 20
Edinburgh,HSC partnership,680,Quintile 5 - least deprived,521,Deprivation,-23.4,15 Nov 20
Falkirk,HSC partnership,153.5,Quintile 1 - most deprived,98,Deprivation,-36.2,15 Nov 20
Falkirk,HSC partnership,239.5,Quintile 2,180,Deprivation,-24.8,15 Nov 20
Falkirk,HSC partnership,126.5,Quintile 3,110,Deprivation,-13,15 Nov 20
Falkirk,HSC partnership,127,Quintile 4,83,Deprivation,-34.6,15 Nov 20
Falkirk,HSC partnership,106.5,Quintile 5 - least deprived,73,Deprivation,-31.5,15 Nov 20
Fife,HSC partnership,428.5,Quintile 1 - most deprived,317,Deprivation,-26,15 Nov 20
Fife,HSC partnership,330,Quintile 2,229,Deprivation,-30.6,15 Nov 20
Fife,HSC partnership,277,Quintile 3,202,Deprivation,-27.1,15 Nov 20
Fife,HSC partnership,184,Quintile 4,129,Deprivation,-29.9,15 Nov 20
Fife,HSC partnership,203,Quintile 5 - least deprived,130,Deprivation,-36,15 Nov 20
Glasgow City,HSC partnership,2180,Quintile 1 - most deprived,1452,Deprivation,-33.4,15 Nov 20
Glasgow City,HSC partnership,584,Quintile 2,401,Deprivation,-31.3,15 Nov 20
Glasgow City,HSC partnership,394,Quintile 3,259,Deprivation,-34.3,15 Nov 20
Glasgow City,HSC partnership,277.5,Quintile 4,178,Deprivation,-35.9,15 Nov 20
Glasgow City,HSC partnership,223.5,Quintile 5 - least deprived,140,Deprivation,-37.4,15 Nov 20
Highland,HSC partnership,123,Quintile 1 - most deprived,92,Deprivation,-25.2,15 Nov 20
Highland,HSC partnership,202,Quintile 2,180,Deprivation,-10.9,15 Nov 20
Highland,HSC partnership,240,Quintile 3,228,Deprivation,-5,15 Nov 20
Highland,HSC partnership,259,Quintile 4,229,Deprivation,-11.6,15 Nov 20
Highland,HSC partnership,91,Quintile 5 - least deprived,75,Deprivation,-17.6,15 Nov 20
Inverclyde,HSC partnership,316,Quintile 1 - most deprived,239,Deprivation,-24.4,15 Nov 20
Inverclyde,HSC partnership,83,Quintile 2,70,Deprivation,-15.7,15 Nov 20
Inverclyde,HSC partnership,67.5,Quintile 3,61,Deprivation,-9.6,15 Nov 20
Inverclyde,HSC partnership,81,Quintile 4,50,Deprivation,-38.3,15 Nov 20
Inverclyde,HSC partnership,57,Quintile 5 - least deprived,26,Deprivation,-54.4,15 Nov 20
Midlothian,HSC partnership,78,Quintile 1 - most deprived,78,Deprivation,0,15 Nov 20
Midlothian,HSC partnership,209.5,Quintile 2,185,Deprivation,-11.7,15 Nov 20
Midlothian,HSC partnership,118.5,Quintile 3,136,Deprivation,14.8,15 Nov 20
Midlothian,HSC partnership,67,Quintile 4,65,Deprivation,-3,15 Nov 20
Midlothian,HSC partnership,62.5,Quintile 5 - least deprived,41,Deprivation,-34.4,15 Nov 20
Moray,HSC partnership,5,Quintile 1 - most deprived,6,Deprivation,20,15 Nov 20
Moray,HSC partnership,92.5,Quintile 2,78,Deprivation,-15.7,15 Nov 20
Moray,HSC partnership,126.5,Quintile 3,97,Deprivation,-23.3,15 Nov 20
Moray,HSC partnership,158,Quintile 4,159,Deprivation,0.6,15 Nov 20
Moray,HSC partnership,63.5,Quintile 5 - least deprived,43,Deprivation,-32.3,15 Nov 20
NHS Ayrshire & Arran,Health board,795,Quintile 1 - most deprived,518,Deprivation,-34.8,15 Nov 20
NHS Ayrshire & Arran,Health board,550,Quintile 2,347,Deprivation,-36.9,15 Nov 20
NHS Ayrshire & Arran,Health board,292.5,Quintile 3,196,Deprivation,-33,15 Nov 20
NHS Ayrshire & Arran,Health board,230,Quintile 4,126,Deprivation,-45.2,15 Nov 20
NHS Ayrshire & Arran,Health board,196,Quintile 5 - least deprived,105,Deprivation,-46.4,15 Nov 20
NHS Borders,Health board,53.5,Quintile 1 - most deprived,39,Deprivation,-27.1,15 Nov 20
NHS Borders,Health board,104.5,Quintile 2,78,Deprivation,-25.4,15 Nov 20
NHS Borders,Health board,205.5,Quintile 3,172,Deprivation,-16.3,15 Nov 20
NHS Borders,Health board,181,Quintile 4,148,Deprivation,-18.2,15 Nov 20
NHS Borders,Health board,43.5,Quintile 5 - least deprived,35,Deprivation,-19.5,15 Nov 20
NHS Dumfries & Galloway,Health board,138,Quintile 1 - most deprived,95,Deprivation,-31.2,15 Nov 20
NHS Dumfries & Galloway,Health board,276.5,Quintile 2,236,Deprivation,-14.6,15 Nov 20
NHS Dumfries & Galloway,Health board,276,Quintile 3,231,Deprivation,-16.3,15 Nov 20
NHS Dumfries & Galloway,Health board,111,Quintile 4,81,Deprivation,-27,15 Nov 20
NHS Dumfries & Galloway,Health board,60.5,Quintile 5 - least deprived,51,Deprivation,-15.7,15 Nov 20
NHS Fife,Health board,418.5,Quintile 1 - most deprived,316,Deprivation,-24.5,15 Nov 20
NHS Fife,Health board,315,Quintile 2,221,Deprivation,-29.8,15 Nov 20
NHS Fife,Health board,242.5,Quintile 3,174,Deprivation,-28.2,15 Nov 20
NHS Fife,Health board,148.5,Quintile 4,108,Deprivation,-27.3,15 Nov 20
NHS Fife,Health board,163,Quintile 5 - least deprived,98,Deprivation,-39.9,15 Nov 20
NHS Forth Valley,Health board,286.5,Quintile 1 - most deprived,202,Deprivation,-29.5,15 Nov 20
NHS Forth Valley,Health board,353,Quintile 2,260,Deprivation,-26.3,15 Nov 20
NHS Forth Valley,Health board,202,Quintile 3,176,Deprivation,-12.9,15 Nov 20
NHS Forth Valley,Health board,208.5,Quintile 4,135,Deprivation,-35.3,15 Nov 20
NHS Forth Valley,Health board,177,Quintile 5 - least deprived,120,Deprivation,-32.2,15 Nov 20
NHS Grampian,Health board,138.5,Quintile 1 - most deprived,88,Deprivation,-36.5,15 Nov 20
NHS Grampian,Health board,373.5,Quintile 2,316,Deprivation,-15.4,15 Nov 20
NHS Grampian,Health board,364,Quintile 3,320,Deprivation,-12.1,15 Nov 20
NHS Grampian,Health board,491.5,Quintile 4,435,Deprivation,-11.5,15 Nov 20
NHS Grampian,Health board,558,Quintile 5 - least deprived,423,Deprivation,-24.2,15 Nov 20
NHS Greater Glasgow & Clyde,Health board,3350.5,Quintile 1 - most deprived,2287,Deprivation,-31.7,15 Nov 20
NHS Greater Glasgow & Clyde,Health board,1315.5,Quintile 2,884,Deprivation,-32.8,15 Nov 20
NHS Greater Glasgow & Clyde,Health board,942,Quintile 3,622,Deprivation,-34,15 Nov 20
NHS Greater Glasgow & Clyde,Health board,824.5,Quintile 4,557,Deprivation,-32.4,15 Nov 20
NHS Greater Glasgow & Clyde,Health board,840,Quintile 5 - least deprived,532,Deprivation,-36.7,15 Nov 20
NHS Highland,Health board,135,Quintile 1 - most deprived,105,Deprivation,-22.2,15 Nov 20
NHS Highland,Health board,236,Quintile 2,205,Deprivation,-13.1,15 Nov 20
NHS Highland,Health board,294,Quintile 3,283,Deprivation,-3.7,15 Nov 20
NHS Highland,Health board,305,Quintile 4,272,Deprivation,-10.8,15 Nov 20
NHS Highland,Health board,100,Quintile 5 - least deprived,83,Deprivation,-17,15 Nov 20
NHS Lanarkshire,Health board,1305,Quintile 1 - most deprived,1062,Deprivation,-18.6,15 Nov 20
NHS Lanarkshire,Health board,1124,Quintile 2,919,Deprivation,-18.2,15 Nov 20
NHS Lanarkshire,Health board,703.5,Quintile 3,544,Deprivation,-22.7,15 Nov 20
NHS Lanarkshire,Health board,483,Quintile 4,350,Deprivation,-27.5,15 Nov 20
NHS Lanarkshire,Health board,332,Quintile 5 - least deprived,269,Deprivation,-19,15 Nov 20
NHS Lothian,Health board,854.5,Quintile 1 - most deprived,663,Deprivation,-22.4,15 Nov 20
NHS Lothian,Health board,1110,Quintile 2,809,Deprivation,-27.1,15 Nov 20
NHS Lothian,Health board,764.5,Quintile 3,616,Deprivation,-19.4,15 Nov 20
NHS Lothian,Health board,726,Quintile 4,541,Deprivation,-25.5,15 Nov 20
NHS Lothian,Health board,951,Quintile 5 - least deprived,700,Deprivation,-26.4,15 Nov 20
NHS Orkney,Health board,12,Quintile 2,12,Deprivation,0,15 Nov 20
NHS Orkney,Health board,34,Quintile 3,26,Deprivation,-23.5,15 Nov 20
NHS Orkney,Health board,46.5,Quintile 4,45,Deprivation,-3.2,15 Nov 20
NHS Shetland,Health board,7.5,Quintile 2,5,Deprivation,-33.3,15 Nov 20
NHS Shetland,Health board,41.5,Quintile 3,27,Deprivation,-34.9,15 Nov 20
NHS Shetland,Health board,106,Quintile 4,74,Deprivation,-30.2,15 Nov 20
NHS Tayside,Health board,326.5,Quintile 1 - most deprived,268,Deprivation,-17.9,15 Nov 20
NHS Tayside,Health board,238,Quintile 2,198,Deprivation,-16.8,15 Nov 20
NHS Tayside,Health board,277,Quintile 3,212,Deprivation,-23.5,15 Nov 20
NHS Tayside,Health board,342.5,Quintile 4,283,Deprivation,-17.4,15 Nov 20
NHS Tayside,Health board,224,Quintile 5 - least deprived,158,Deprivation,-29.5,15 Nov 20
NHS Western Isles,Health board,29,Quintile 2,26,Deprivation,-10.3,15 Nov 20
NHS Western Isles,Health board,63,Quintile 3,50,Deprivation,-20.6,15 Nov 20
NHS Western Isles,Health board,9.5,Quintile 4,11,Deprivation,15.8,15 Nov 20
North Ayrshire,HSC partnership,364.5,Quintile 1 - most deprived,258,Deprivation,-29.2,15 Nov 20
North Ayrshire,HSC partnership,171.5,Quintile 2,111,Deprivation,-35.3,15 Nov 20
North Ayrshire,HSC partnership,86.5,Quintile 3,49,Deprivation,-43.4,15 Nov 20
North Ayrshire,HSC partnership,84.5,Quintile 4,50,Deprivation,-40.8,15 Nov 20
North Ayrshire,HSC partnership,52.5,Quintile 5 - least deprived,23,Deprivation,-56.2,15 Nov 20
North Lanarkshire,HSC partnership,946,Quintile 1 - most deprived,757,Deprivation,-20,15 Nov 20
North Lanarkshire,HSC partnership,676.5,Quintile 2,519,Deprivation,-23.3,15 Nov 20
North Lanarkshire,HSC partnership,413.5,Quintile 3,322,Deprivation,-22.1,15 Nov 20
North Lanarkshire,HSC partnership,235,Quintile 4,171,Deprivation,-27.2,15 Nov 20
North Lanarkshire,HSC partnership,150,Quintile 5 - least deprived,114,Deprivation,-24,15 Nov 20
Orkney Islands,HSC partnership,12,Quintile 2,11,Deprivation,-8.3,15 Nov 20
Orkney Islands,HSC partnership,32,Quintile 3,26,Deprivation,-18.8,15 Nov 20
Orkney Islands,HSC partnership,46,Quintile 4,45,Deprivation,-2.2,15 Nov 20
Perth & Kinross,HSC partnership,51,Quintile 1 - most deprived,36,Deprivation,-29.4,15 Nov 20
Perth & Kinross,HSC partnership,84.5,Quintile 2,67,Deprivation,-20.7,15 Nov 20
Perth & Kinross,HSC partnership,120.5,Quintile 3,95,Deprivation,-21.2,15 Nov 20
Perth & Kinross,HSC partnership,173,Quintile 4,157,Deprivation,-9.2,15 Nov 20
Perth & Kinross,HSC partnership,77,Quintile 5 - least deprived,54,Deprivation,-29.9,15 Nov 20
Renfrewshire,HSC partnership,469.5,Quintile 1 - most deprived,301,Deprivation,-35.9,15 Nov 20
Renfrewshire,HSC partnership,256,Quintile 2,167,Deprivation,-34.8,15 Nov 20
Renfrewshire,HSC partnership,195.5,Quintile 3,129,Deprivation,-34,15 Nov 20
Renfrewshire,HSC partnership,166,Quintile 4,107,Deprivation,-35.5,15 Nov 20
Renfrewshire,HSC partnership,134.5,Quintile 5 - least deprived,87,Deprivation,-35.3,15 Nov 20
Scotland,Scotland,7803.5,Quintile 1 - most deprived,5644,Deprivation,-27.7,15 Nov 20
Scotland,Scotland,6044.5,Quintile 2,4516,Deprivation,-25.3,15 Nov 20
Scotland,Scotland,4702,Quintile 3,3649,Deprivation,-22.4,15 Nov 20
Scotland,Scotland,4213.5,Quintile 4,3166,Deprivation,-24.9,15 Nov 20
Scotland,Scotland,3659,Quintile 5 - least deprived,2578,Deprivation,-29.5,15 Nov 20
Scottish Borders,HSC partnership,52,Quintile 1 - most deprived,39,Deprivation,-25,15 Nov 20
Scottish Borders,HSC partnership,109.5,Quintile 2,83,Deprivation,-24.2,15 Nov 20
Scottish Borders,HSC partnership,213.5,Quintile 3,171,Deprivation,-19.9,15 Nov 20
Scottish Borders,HSC partnership,189.5,Quintile 4,155,Deprivation,-18.2,15 Nov 20
Scottish Borders,HSC partnership,48,Quintile 5 - least deprived,37,Deprivation,-22.9,15 Nov 20
Shetland Islands,HSC partnership,40,Quintile 3,27,Deprivation,-32.5,15 Nov 20
Shetland Islands,HSC partnership,105.5,Quintile 4,72,Deprivation,-31.8,15 Nov 20
South Ayrshire,HSC partnership,148,Quintile 1 - most deprived,93,Deprivation,-37.2,15 Nov 20
South Ayrshire,HSC partnership,185,Quintile 2,118,Deprivation,-36.2,15 Nov 20
South Ayrshire,HSC partnership,129.5,Quintile 3,87,Deprivation,-32.8,15 Nov 20
South Ayrshire,HSC partnership,74.5,Quintile 4,37,Deprivation,-50.3,15 Nov 20
South Ayrshire,HSC partnership,101,Quintile 5 - least deprived,57,Deprivation,-43.6,15 Nov 20
South Lanarkshire,HSC partnership,476.5,Quintile 1 - most deprived,361,Deprivation,-24.2,15 Nov 20
South Lanarkshire,HSC partnership,572,Quintile 2,468,Deprivation,-18.2,15 Nov 20
South Lanarkshire,HSC partnership,377.5,Quintile 3,267,Deprivation,-29.3,15 Nov 20
South Lanarkshire,HSC partnership,326.5,Quintile 4,221,Deprivation,-32.3,15 Nov 20
South Lanarkshire,HSC partnership,186.5,Quintile 5 - least deprived,167,Deprivation,-10.5,15 Nov 20
West Dunbartonshire,HSC partnership,172,Quintile 1 - most deprived,157,Deprivation,-8.7,15 Nov 20
West Dunbartonshire,HSC partnership,113,Quintile 2,78,Deprivation,-31,15 Nov 20
West Dunbartonshire,HSC partnership,52,Quintile 3,37,Deprivation,-28.8,15 Nov 20
West Dunbartonshire,HSC partnership,28,Quintile 4,27,Deprivation,-3.6,15 Nov 20
West Dunbartonshire,HSC partnership,8,Quintile 5 - least deprived,6,Deprivation,-25,15 Nov 20
West Lothian,HSC partnership,244.5,Quintile 1 - most deprived,169,Deprivation,-30.9,15 Nov 20
